Rank,Wallet Address,City Rank Points,Prime Roll Points,Met Deposit Points,Fuel Tank Points,Hood Boost Points,Total Points
608,0xf834753cd273d1364cb9a4c62324e06a59229190,327,400,0,491,1000,2218
609,0x161ec1b7d8d1269075a99e68ba87af93a69185f7,1200,0,0,0,1000,2200
610,0x528ffbe6d67dcfd46843af70356a45372d0f9dab,1176,0,0,0,1000,2176
611,0xa3a6883355814a9b7cb73bab0511106ea07fce79,28,0,2140,0,0,2168
612,0x496529d7742db67e072e0e1e267e140a6997dcdb,1165,0,0,0,1000,2165
613,0x277adf69e2149e457b4f20067293ca21e5a8dcd0,1154,0,0,0,1000,2154
614,0xf030a89f0d4b348eee972aac42636a7f6aa0e2cf,0,2150,0,0,0,2150
615,0x3ca421fd537b60031b6532c1404a67a518d3a762,672,0,0,471,1000,2143
616,0x318706c62ead7e9337c727980130f1ea43055a0f,1137,0,0,0,1000,2137
617,0x15578c3bd3b5408f13c4ea3965231db691dd02a7,418,400,0,309,1000,2127
618,0xd5d7d6ad51117c664ffdc6592ae51d4867b1697b,1489,250,0,366,0,2105
619,0xfd34af111010579e2320244e8151d89f46682a58,1102,0,0,0,1000,2102
620,0x3325aa69435582b7275a9855de59f0669fd6e4f7,398,100,0,597,1000,2095
621,0xd63271f34526575b9f6c9be421ac6edc49e35364,738,350,0,0,1000,2088
622,0xf000d32e544d27dc69b07d69da7a6ca22560dbf0,987,100,0,0,1000,2087
623,0xdf894c958e51a3827e55acba935f6d8f442692ee,1080,0,0,0,1000,2080
624,0x4443d7add1c6106e355dcf3b52fa0ded6e0e9470,1075,0,0,0,1000,2075
625,0x52e62d8f7d68a986b88a017a950bcc4227b8be53,0,2050,0,0,0,2050
626,0xd3f7388354ed392dab2e71854b0c971a91d32c9a,1042,0,0,0,1000,2042
627,0x95d7b1c035a7992c08138dd1ca017a17c39b0389,1025,0,0,0,1000,2025
628,0xe1c462c008491c2a3cba3b33a291a6d3830bdc6f,823,200,0,0,1000,2023
629,0xaf99c11901b5ff3d373096475f646c8220fb9113,322,0,0,700,1000,2022
630,0x4389338ceaa410098b6bb9ad2cdd5e5e8687fbf7,1014,0,0,0,1000,2014
631,0x8be4eb32a944513b733790b304b0de49e2e461bc,1005,0,0,0,1000,2005
632,0x0b1fd1896a3362b13775f8d82769d27bd5ce6c3c,0,2000,0,0,0,2000
633,0xd948adf4b3a3e0b98f6dbce0905554e7a911a410,367,350,0,266,1000,1983
634,0x81f671ed406843525543796a04345117e11a7d94,344,0,0,630,1000,1974
635,0x4818a96740a24f919692e37fdb4437c8c60766f7,768,0,0,200,1000,1968
636,0xc27377cf0262a212552d7bda3d9f13cfdca536bb,957,0,0,0,1000,1957
637,0xf43972afb092632e18d6cb9d8f036c096b81ccb4,689,0,0,237,1000,1926
638,0x811f0cfcc8ecc33eda95dfadbff060e610d2feab,911,0,0,0,1000,1911
639,0xf983613e535999f727a39322008f9560198d23dd,608,300,0,0,1000,1908
640,0xe7954cf660c6b09eb49341a61f8c2bcc31a82c7b,739,0,0,164,1000,1903
641,0x24c8e2b8f1aa2e6ab4dcf5f3b50d56f3d0bd83e1,637,0,0,250,1000,1887
642,0xf4f5c6760bca134b29d7a33a43572fa813e39140,256,400,0,221,1000,1877
643,0x3eadb55cb2b7c30c6f966a33139b338a3affbdb0,463,0,0,400,1000,1863
644,0x681f7985cfe2cfc84dc7a8647158b2d99aa7ab76,855,0,0,0,1000,1855
645,0x10b602a7575b4feaa8aa19fef49ab973ac47e674,553,300,0,0,1000,1853
646,0x513e8473fc9658c50ea01d4a0d358458b15932c5,0,1850,0,0,0,1850
647,0x59d75ed041dd51a2412e4182ef103e3c0d26ecb6,691,0,0,128,1000,1819
648,0x764cae6ec2d32a8ece0fc4e9ec88339f1000bec6,815,0,0,0,1000,1815
649,0xc51799bb87111796b03ced7d2aa7e29208a27baf,205,400,0,200,1000,1805
650,0xca42c9229fc5c83b915f1377775a16e2da62614a,1239,550,0,0,0,1789
651,0x29501d8b238695c618f8586726a6da78cb9f951b,234,350,0,200,1000,1784
652,0x5702a0e39751ba356b8c5eb89694c99d9f5b5f49,781,0,0,0,1000,1781
653,0xd62226180271500f030834ad54c80769dd21b473,652,0,0,123,1000,1775
654,0x687aacda9356c313f9fe88d1f4a24af7ab8a66da,774,0,0,0,1000,1774
655,0x09535b5c76a7daa3d888b9aff95199aff386afa3,380,0,0,392,1000,1772
656,0xe76f0dc9600746c354a8f14cfda36cc54c38ce57,753,0,0,0,1000,1753
657,0x1b683e480aa2723496af6a6c05264665b838cc92,154,450,0,134,1000,1738
658,0xeec9a9efc4e5b8d89b7eb495c14a2452387ba3f6,1589,0,0,147,0,1736
659,0xd3fc36f8dbba7c3b4783e4dabae9c00bf4f26412,583,0,0,141,1000,1724
660,0x20e17c5d83904d9efeb2cc41d62d91fcbeab55fb,717,0,0,0,1000,1717
661,0xdb08172066c516bf0dd147d5d861a8ca7e703957,716,0,0,0,1000,1716
662,0x9171097118899cd0c59f317106d0d2851454106a,393,0,0,302,1000,1695
663,0x937a8aefb580f381b06349bc4a78efe0448129c8,444,250,0,0,1000,1694
664,0x0234e76d0f5ff7de5d0fd6dd8db2f9a910c87934,533,150,0,0,1000,1683
665,0x9809bd2b01ba6b317a06910f0e5e28319277f023,254,200,0,220,1000,1674
666,0x226b7ed8e2dac7f7c529147833a8eff769fdf232,674,0,0,0,1000,1674
667,0x25e33f8f12858ed166650c45357ab2f87073d463,120,550,0,0,1000,1670
668,0x2dcfd1b86bc5532e1819821cb82d1993822c6c0e,394,0,0,275,1000,1669
669,0x3f40763d97fd844a930f652ed6a8c421cbdba3ad,0,1650,0,0,0,1650
670,0xa17bbc84adde59803d855b26810986d765a30ddd,650,0,0,0,1000,1650
671,0x159c0f8281b7fc7bb99d74cd69ffd4c5eb82464a,646,0,0,0,1000,1646
672,0x0501bf3c62d0c26845ff4438b324e170fc4cbe3a,341,300,0,0,1000,1641
673,0x01dca7a46e1753c51c360085fcb619132c035eb7,429,0,0,180,1000,1609
674,0x22e6e2b94538b8448fa11b377fb42dcce193aab6,601,0,0,1000,0,1601
675,0x918f8505c18244a1bc43cfae11edddbacabebfb5,0,600,0,0,1000,1600
676,0x5a0e03362cbd78553b4196f7e7d9346b37d22407,428,50,0,105,1000,1583
677,0x777f2b01f3c6c4f641ac399211ef1541650c2f07,316,0,0,265,1000,1581
678,0x5c3d0c42dae18357364c1bff59557f44e3c2989d,573,0,0,0,1000,1573
679,0x5d61a9b24911c61d9aa9eacfc9ec74274ddda8d0,570,0,0,0,1000,1570
680,0x4ecfd881eb71bdcc58cbeabbe79f90d435da58b0,215,250,0,103,1000,1568
681,0x3655104eb4ce740a4e83881a02fbeb89b9774b29,565,0,0,0,1000,1565
682,0x3f378717d7044b4d5507b806bcc39aa4fd1efc0a,364,0,0,199,1000,1563
683,0xb63c261890b5647aacbb8e8ddfbb635527d2213c,387,0,0,174,1000,1561
684,0xc1e84f62a263ce0f410076c0bb77849cea7c63b1,559,0,0,0,1000,1559
685,0x75c4423ab39bf08b5c5729cbc17875cecfe4bfb5,553,0,0,0,1000,1553
686,0x1e3839b307f2bb3ed5724e40429d981b01345bd1,452,100,0,0,1000,1552
687,0xc5f84ab08eab6db3a25b1ca7e1d62f4fec5e28d4,267,0,0,272,1000,1539
688,0x9567c7c9d7887adb416948353d675a222b7232f9,530,0,0,0,1000,1530
689,0xbbf7d18b980f3dfd02dc0281719c68b1ae5aeaf9,478,50,0,0,1000,1528
690,0xdbc9b571f9633d35fe94bcb7765f49c56bae1890,527,0,0,0,1000,1527
691,0xbff1a2f422274cb7da1ada4704f2eb0b55297b84,386,0,0,138,1000,1524
692,0x2d12494d890a0ca7905210bf5eeafa5d40f3a345,394,0,0,124,1000,1518
693,0x1c1d70f561929941496180003ea21d23bad53535,388,0,0,125,1000,1513
694,0x32e3d029328bd3e22adf7c8cda99a96931faf2a4,507,0,0,0,1000,1507
695,0xa586473ffa45e6a75830f126eecb62ab85b9a988,166,0,0,339,1000,1505
696,0x649deec2cdbd931137f693c364006dbed9820703,505,0,0,0,1000,1505
697,0x12a4f5ca13b7ea9733fec47fca9ae35af9c762cf,0,0,0,1500,0,1500
698,0x4c729cc75e5ac4aa4e3e953f920bd46790ee25dc,498,0,0,0,1000,1498
699,0x1ec718881694268625e3b21420ded0e949bf868d,497,0,0,0,1000,1497
700,0x512bc483a3a65c7573bd99d7b93ea67ed6d0e6eb,0,0,0,1493,0,1493
701,0xfecc8043f25805a644cb8828419ba997f5a6d25c,290,0,0,200,1000,1490
702,0xa6eb89975ab20fd3ce3e3b0819a4859f3bde5c5b,266,0,0,222,1000,1488
703,0xef0cf9f19b010a3bd73e51b8e268c7fe6a1d66c5,231,250,0,0,1000,1481
704,0xfb783cf6dcceef222d743c8db1050b96b64bf4bb,311,0,0,159,1000,1470
705,0xfc0dc083f3ccf33083a46975dcb909ae3080cfd3,67,250,0,150,1000,1467
706,0x389053f4ebd5ab04f9e20c84e6cee65448ec3d76,462,0,0,0,1000,1462
707,0xb201ed632810922b12a3a17f7abbd4f77c74ce5d,1452,0,0,0,0,1452
708,0xfb956fedaeef442cc643caaf47e921224d1a4008,450,0,0,0,1000,1450
709,0x69c6c423d3c811d60d39967c8bdb1d049385c5fe,250,0,0,200,1000,1450
710,0x40a95ea096930b010272277b42558f2734c06f81,278,0,0,160,1000,1438
711,0xf8c48ce1abd5a6f2822c1090394fe53145032533,435,0,0,0,1000,1435
712,0xb681cbfd6e66c4f385a76dd699b1f045aaae8423,231,0,0,196,1000,1427
713,0x44704e1a55b1cd850164aace9c050afb9927f87d,425,0,0,0,1000,1425
714,0xe4184ee7e32b60f3da90dcce59fbef60a19f11b0,164,0,0,260,1000,1424
715,0x3e5882df582b5f4d573aa8df9e24092228a5d494,81,150,0,184,1000,1415
716,0x90336dca8dce81647309a566a93d1a133f22a93d,187,0,0,222,1000,1409
717,0xc0b9ad9fff8aadcec369e318d69bfe8d7195e0ae,216,0,0,190,1000,1406
718,0xe472d5b8ecea5b9544406eac069311dc7a5081d6,403,0,0,0,1000,1403
719,0xfa21cd545911e45e80a8cbe5466aa811ffaeb938,49,350,0,0,1000,1399
720,0x49277f463e7cac2ece63ffa4abd3b7600cdb1079,133,0,0,264,1000,1397
721,0x0e1fe922250bd9817acea75d002e6342a6433483,255,0,0,140,1000,1395
722,0x810ecc68948dff67a5170d55debaff7bf68caae7,392,0,0,0,1000,1392
723,0x8037d995ee3fdfd2b81b4ef1dbac191f0595eb82,389,0,0,0,1000,1389
724,0xcd7521e73b29b04fff320e23c68927e54e9ab7d9,237,0,0,150,1000,1387
725,0x41766ab8d56b6a8280922aaec475e436f59d70d7,222,0,0,160,1000,1382
726,0x741e312e15d56d9aa5e99dcd276628569577d10b,132,250,0,0,1000,1382
727,0x20291f29e84b62519f6047f36a1983e6a4b0f821,379,0,0,0,1000,1379
728,0x4b5715217bcbcfceacfac95f1a9c14585f608e7b,199,0,0,175,1000,1374
729,0x7d3f2edb2b9869f6e21d94a94ecee598f6a3fc86,1223,150,0,0,0,1373
730,0x45566d0c96e88dda9259955917a8f5ac466f59f4,373,0,0,0,1000,1373
731,0xc1d24ec1879ba26a51faec93ae5dcc5b12021c6d,371,0,0,0,1000,1371
732,0x98d41ea1eff071a2677a3db9e86bb674978353ce,209,0,0,161,1000,1370
733,0xc306dd2b96d27b63f988cf1947a45887738ffe10,361,0,0,0,1000,1361
734,0xc4ee098a5f840c3f94ae533e6e1cf28518d6e630,145,0,0,200,1000,1345
735,0x70147829cf79978bbb3ed44f6141c1a520e14f7c,342,0,0,0,1000,1342
736,0x9b3d34980b00af4d9733032cd63332482be31834,339,0,0,0,1000,1339
737,0x814d60499bd401eca426c86ee9b4167967dff8dd,86,250,0,0,1000,1336
738,0x33de5ae9dddbedd0f80a9cf3836822b90e50d97c,132,200,0,0,1000,1332
739,0x57a0d7ebb013b29a74c7f6517ec3b31eef728bfc,332,0,0,0,1000,1332
740,0x746b46d87543eaf779144c8870888119d6ae0c2a,223,0,0,103,1000,1326
741,0x8a8a70705f37a6a74692fbc3fa5b52385058cb38,321,0,0,0,1000,1321
742,0x0dc346425536f2feb24fdcc346cf38a85ca344de,320,0,0,0,1000,1320
743,0x48c542813d21073052d567061af809f95557050e,316,0,0,0,1000,1316
744,0xe73e7867f60096cb02ef2c641b1cfb62273e0f6f,312,0,0,0,1000,1312
745,0x23ca83e0748f95f412db0013ad20e80e3671ffe1,307,0,0,0,1000,1307
746,0xa7a43ea41522eacdb29e98201e2395df64b9697f,52,50,0,200,1000,1302
747,0xdeb74295385486af495149fdd209c4f11bcca530,301,0,0,0,1000,1301
748,0xaf272cfe7cdcaa8321965bc76a8fd520066d0842,299,0,0,0,1000,1299
749,0xbecdf26cdfe9a764f38d58f8098fcb492b3db65c,298,0,0,0,1000,1298
750,0x8f570e5003b70a88d44c8e7dc94021f93a524ff9,294,0,0,0,1000,1294
751,0x7675a467b86ef5a57fd52d39d54590e3109183af,292,0,0,0,1000,1292
752,0xcdb21df1551d3fa3c8119edde8a09f0a234fa81d,289,0,0,0,1000,1289
753,0x71c312cf303f9b3bd655b6ec8e7b78c661cbfa04,89,0,0,200,1000,1289
754,0xffcf112e3164b88c19a111021e34fc9ddb1690e1,288,0,0,0,1000,1288
755,0x85b5f4f9368e4c9ba7c8061c8f98082f6a522e51,287,0,0,0,1000,1287
756,0xabb66bd842be9d358955fe93861302a4fdde320d,285,0,0,0,1000,1285
757,0x81c505ea6cda0f338ab174360185594ecaf2b009,280,0,0,0,1000,1280
758,0x9b5e60f7b4328a2e3bd0e61d999f180210d33579,174,0,0,105,1000,1279
759,0x372c8959fab20078c27782ff153f682ddf8d0b85,778,0,0,500,0,1278
760,0x179a08c7d0324ae42b4cef36116f512914cefe9e,277,0,0,0,1000,1277
761,0xa7b78218eddbcbb69844e8a611cfd423c47a62e7,267,0,0,0,1000,1267
762,0xf6ade20cd5e5c1419a18dc523cdbb36108628540,265,0,0,0,1000,1265
763,0x682b58b6f8cd90ca999f4bb116ed10a7a1d088de,263,0,0,0,1000,1263
764,0x13a062ca5ccfb05458b9f046faac75de9427a804,123,0,0,140,1000,1263
765,0xe98450910c2601ac6528c16eb4693b72bb3248c9,261,0,0,0,1000,1261
766,0xbc09cac87e3ecb879b0355c87ea7d8f822b2599d,111,150,0,0,1000,1261
767,0x2301795c67576eecfe27b9f7966dec2f73ca0987,259,0,0,0,1000,1259
768,0x681f742c9657655cf36debd9675c5083580e7eb1,150,100,0,0,1000,1250
769,0xe88bfc6b12c68bdf7fb04bba31b5e85b88680c46,250,0,0,0,1000,1250
770,0x99bd39a9799e25015cf3a258f32a07b952e9d3eb,248,0,0,0,1000,1248
771,0x070ac390271ab1c6f218154e09a2bee80ccda05c,238,0,0,0,1000,1238
772,0x127da83c62d97b2a7d9a43196f5f956cac42c314,233,0,0,0,1000,1233
773,0xd82666a97637aecf05d3e795717e8e074a9ffcca,83,0,0,150,1000,1233
774,0x51867bb682047166032c990d75f49389168c73a2,949,0,0,283,0,1232
775,0x987d3382caf7dbcc771783390184cf3370621e79,75,0,0,157,1000,1232
776,0x539c82d5cb886c94dd3e2d76dd5c73936c1cf391,225,0,0,0,1000,1225
777,0xa7d8ced3c1acba8a7f7b8e49aca454a643ca93f6,74,0,0,150,1000,1224
778,0x6d30ff83db59b9079ca04741223a4e7807ef7fdb,221,0,0,0,1000,1221
779,0x0de033abe84278aebd7fc83f4c87a8d3dfa8aa94,214,0,0,0,1000,1214
780,0x12306d9e6872bc8646a8cc02e894e1e76a0cbf9f,214,0,0,0,1000,1214
781,0xe1dd7fae1a4c334de4f374f3ae14c4012e15c8b1,212,0,0,0,1000,1212
782,0xac3cfff33e87f4de0617f932f6421f6d4fac8d0c,206,0,0,0,1000,1206
783,0x0db83bebc09398b38524b082ecd49c658d3c4406,204,0,0,0,1000,1204
784,0x4f63cefaf372dd4dbc297f308e26ed8dc6990a78,203,0,0,0,1000,1203
785,0xacc7180ed89ff3259726c9e1e0e3a9c14c62b96f,203,0,0,0,1000,1203
786,0xd4be01e4ab8e3536f6b7abdb13e94dda17f8c9f0,0,200,0,0,1000,1200
787,0xda7affc27ae1b2cd638e590aedc6464e4c8faac8,200,0,0,0,1000,1200
788,0x90b9aae3de0f5df8d11f51a247ee26dad9aefd4a,200,0,0,0,1000,1200
789,0x05b41dc849615bb44161bdb8121478b5c85e1f39,1196,0,0,0,0,1196
790,0x4b5560f4edf8d2b1a9265f6e6e655278aeab0691,196,0,0,0,1000,1196
791,0x1bc273b388839dfb82532f858a21be527dfc24b5,1069,0,0,125,0,1194
792,0xab6ca2017548a170699890214bfd66583a0c1754,189,0,0,0,1000,1189
793,0xaf7307777829953f5fc27300b28ffe6722addb0c,181,0,0,0,1000,1181
794,0x35f12c7c6ad9f23cc0d9adc2d0f2e7254b03169f,181,0,0,0,1000,1181
795,0x6076f58b9b4ebfb79b04e579a129da6f6ac51f7c,180,0,0,0,1000,1180
796,0xc62d7a3472661da57ca1dc3d3a5c59ce442d8ad1,40,0,0,139,1000,1179
797,0x820f32a392eeadec4cc5f37fbd17efbb6c9aa52f,178,0,0,0,1000,1178
798,0x80258f831f6ad02eff97572226d75c279594412f,176,0,0,0,1000,1176
799,0xf0b726329c877ccf8e743ec2efff25d886cb4393,173,0,0,0,1000,1173
800,0x8e3f0ea8d48c221f71473bb9d22c81ecfc0a1c93,173,0,0,0,1000,1173
801,0x1d41c332deda21791cb843db7b0bf14c38c8cff6,170,0,0,0,1000,1170
802,0x03c8a0ddc887341589bd9284f54cb3bee15fd5c0,167,0,0,0,1000,1167
803,0x3ec99b347585836f7221830530f5442251a880a9,165,0,0,0,1000,1165
804,0x1afae64211dfa6718cd6e9073503206fa628667a,163,0,0,0,1000,1163
805,0xf6f7323f981c504f76d6b22ca8eadd2f5c3dd25e,163,0,0,0,1000,1163
806,0xe1fc8b4c3566f5459923cbfaddc1b7741a997c58,162,0,0,0,1000,1162
807,0x627af8ae713d177103937746cdb208bb4bffbf22,161,0,0,0,1000,1161
808,0x404c1f6c19bf8064c4a6686ae94b360044f27096,59,100,0,0,1000,1159
809,0x9f3207d1aa1505952b112e343dc37ed78a0465c4,157,0,0,0,1000,1157
810,0x522e13d916fbef31ec0bd25f93cab93f01f6e434,0,1150,0,0,0,1150
811,0x18a04f895d8eecd474ed78fdf43fa1894949367a,144,0,0,0,1000,1144
812,0xad9415b6ca679fe9cc6734ee310a854c77132c67,140,0,0,0,1000,1140
813,0x7d633164881f60db65665c6f5177a82af8a48a49,140,0,0,0,1000,1140
814,0xca8b656b5032ca9dc43b0c160cf1c5f5f218a658,138,0,0,0,1000,1138
815,0x095452510738122b3e1234d9fd82e26f24b636a4,137,0,0,0,1000,1137
816,0x470bc36888d46b6b021e56c0be3162f9dbaabb1f,1135,0,0,0,0,1135
817,0x712a8bee2609269c12763554904b818f937dd285,32,0,0,102,1000,1134
818,0x1c68c81cf54b47fefb1e1dc0957d73f648ff6778,0,300,0,830,0,1130
819,0x135d022ead508d642e6adeca8ac709c32995ffa4,130,0,0,0,1000,1130
820,0x20a6d8d7dcc7109e747b8ca7cc98ff0c4cd5c78a,122,0,0,0,1000,1122
821,0x40f293766af55e2ced9d2bee7ef1d584bcee41d3,122,0,0,0,1000,1122
822,0x5f9780763ab15cb6a0d1820caa3c88b7256e06db,121,0,0,0,1000,1121
823,0xac4850b11ea4b349a28d23c6a956c28868919361,419,700,0,0,0,1119
824,0x47ec5bf15a7690fe91943e7a5af180b11072563a,119,0,0,0,1000,1119
825,0x91ca7ad6fafbba80cb48f13db481b72f158eb51a,118,0,0,0,1000,1118
826,0xb80b9b0cb84456cda37c37c3f956a870eeed19a5,117,0,0,0,1000,1117
827,0x3647d1ad6b8d505de32a8f23b624c6d0f306fa15,1115,0,0,0,0,1115
828,0x2d5b791946e6602df44c511610f984b0884ff6f5,115,0,0,0,1000,1115
829,0xc2d10994ebe2b19e5f02ae498cc5bba0d8324ea4,115,0,0,0,1000,1115
830,0x4e46f906dbaa7d0a482c4ac42fd37d2aa6aea4c1,1114,0,0,0,0,1114
831,0x684d9ff01229fcf673f53bf3fc89d471d15c680e,113,0,0,0,1000,1113
832,0x95a43c71b1f637d022c5697e290f6b1d56d70741,108,0,0,0,1000,1108
833,0x0a92fe79f50e14ccff955cb4d184cc067fbff67f,107,0,0,0,1000,1107
834,0x325d3a7b55a5a9f860689e827c15ebe202548d9c,106,0,0,0,1000,1106
835,0x5281ff3fa12221799782b7a40046f392c83f7bcd,105,0,0,0,1000,1105
836,0xab5a2094aaee082a9ba7f51507a1d00795a7c84c,103,0,0,0,1000,1103
837,0xefc6de6cb257fab33871c06b8f4f792ee913935c,2,800,0,300,0,1102
838,0x96ec9ebe7c780d34598c476e4b84efc9febd6af6,102,0,0,0,1000,1102
839,0x15ca18d689442e684ba2490b4df8a8ebdf4b010a,102,0,0,0,1000,1102
840,0xeccc5a950e9f6fb48ef481a1df8ad42ce37048d4,0,0,0,102,1000,1102
841,0x7f4740f30eda35c0e3c20ab5c3f569412ee23cdf,101,0,0,0,1000,1101
842,0x100105dc358a639c091c2e111f660e080e7382cb,101,0,0,0,1000,1101
843,0xc665a60f22dda926b920deb8ffac0ef9d8a17460,0,1100,0,0,0,1100
844,0xbcdacd0d392474bf26a13b76115cd8acfe1ed25d,100,0,0,0,1000,1100
845,0xce251ad55a4436dc0ada72276f41454350d4959c,100,0,0,0,1000,1100
846,0xb624bdd119162651d19402778c6ab6c8c14a3fd9,100,0,0,0,1000,1100
847,0xcafb1238568de759553b6d3db98b9f97a58e9859,99,0,0,0,1000,1099
848,0x0cd505699047473fa3f76accd04e9358a06893fd,99,0,0,0,1000,1099
849,0xf2e68e8c83264759c9b597b74809ccf59e3cb48b,98,0,0,0,1000,1098
850,0x27dd92370b9eb8a085d5f0cfc33e4af60abe747f,97,0,0,0,1000,1097
851,0x025a7c8c43090c4080ada7f0c61a97880da9b5e9,97,0,0,0,1000,1097
852,0x4961c3513792b724319d590a7a7c58bdf3276d0e,92,0,0,0,1000,1092
853,0x138e20085c49a240a4b54920913f5b5be3aefbb5,88,0,0,0,1000,1088
854,0x9f6c9cd474888a73ecc29ebde0da20e25661e9da,88,0,0,0,1000,1088
855,0x82797c484db1cd069c2a90decb8677da969cecdd,87,0,0,0,1000,1087
856,0xab1443b4c89bedfba5d39dda465dcf92a6f77a7c,85,0,0,0,1000,1085
857,0xc82cd5da19dbcb6f175950e3cbf62f2d41cf88b0,84,0,0,0,1000,1084
858,0x679791d0661dd64432aa5d532bd9b0bd40253a71,84,0,0,0,1000,1084
859,0xc4cb94fc1b7d5ba8972bc82e148fd85373487dfc,81,0,0,0,1000,1081
860,0xbad3bf0e52b5d3f91bdcacc5cfa94a97cb9aaad3,1079,0,0,0,0,1079
861,0x9df4e4a864f86e4cd069c505b9de13a52e724218,79,0,0,0,1000,1079
862,0xd867eaed614b09542d76bccdf86b7fc62b9cc3d2,78,0,0,0,1000,1078
863,0x630dd1c24078a74ecc9eaa1513647dd848985589,78,0,0,0,1000,1078
864,0x96dc044a371b4ecaaf8f0c7d05d71970469011ce,1027,50,0,0,0,1077
865,0x74cf986a8ccad6cb940a31b426243bbbef629ce2,26,50,0,0,1000,1076
866,0xc2881f531e6769024b30788c30e3de73cab7a2a4,75,0,0,0,1000,1075
867,0x9bcd123caaaca584b2bebfd534cd22c762b5bdf3,71,0,0,0,1000,1071
868,0xa37814bcd4dc9b13c9572b17837c6fa55143b625,70,0,0,0,1000,1070
869,0x5d62dd87f40090ba3d065b4c6bb63b8c8ff883b3,68,0,0,0,1000,1068
870,0xea76b3b66ddfd16be5e2b86f994408a65e72862a,66,0,0,0,1000,1066
871,0xb2d4fdbd97ebf067cd19f23366ef87e2aeef1a70,66,0,0,0,1000,1066
872,0x8ecdfc58423e37e0e32518589f2205b89ee9d950,64,0,0,0,1000,1064
873,0x4acc5a810b1efe2ac5de50f4e3e5a3a40b7b1cec,640,0,0,422,0,1062
874,0x2097cb2c883ece6b966974f2f8a6ce42aa209892,62,0,0,0,1000,1062
875,0x9a6c06a7c2adc5b9e9d5de6499be1eac134e6fec,62,0,0,0,1000,1062
876,0xb1548ad97a67ed757ec311e023ef64a659969429,99,0,0,962,0,1061
877,0x4a65341ede610a7b796c96887c04a0462ddc65ae,60,0,0,0,1000,1060
878,0xa994afc601152567adebd4ffbc361874109eb40e,57,0,0,0,1000,1057
879,0x5ad07cd432804b037710f5282946fda4e5bb27b0,151,350,0,550,0,1051
880,0xa1413fcc75885e55962e31403d14f1414ade43f9,51,0,0,0,1000,1051
881,0xa193e214deaaffdcd79c6c7c2bd33917ff15e58c,51,0,0,0,1000,1051
882,0xafe025cf1ff26fce725e9fe7f627a411925c024c,50,0,0,0,1000,1050
883,0x39012a6ec8a026856c4e8863f0a6297478409a9d,0,50,0,0,1000,1050
884,0xffd971d72f77fefcee7f450eb90a828296e6fd6f,0,50,0,0,1000,1050
885,0xc5e38233cc0d7cff9340e6139367aba498ec9b18,0,50,0,0,1000,1050
886,0xde2d1c15ccb4c753aff518162b3ce647858d5ca5,48,0,0,0,1000,1048
887,0x9e3a504bc14dfcdb4d6a837db021209367c2af4e,45,0,0,0,1000,1045
888,0x222cd3cbb775b6ac76e7234672e146a033b07081,44,0,0,0,1000,1044
889,0x1655e400492c71de855178301aa4f8095c4753d2,41,0,0,0,1000,1041
890,0x92cb71850aa43263ebaaa1e0ed3e78cb984915ff,41,0,0,0,1000,1041
891,0x9d85fd06a8b79417d1f6edd9336925e7569adac1,40,0,0,0,1000,1040
892,0x8d4ef6dee81d91261571eae09288c122ec37ca64,40,0,0,0,1000,1040
893,0xe88c9d2e3ffa77b649c42de1070d9f0d463aa8ac,38,0,0,0,1000,1038
894,0xad615f88d4483b80dd415a0cf533c027d6ecde01,38,0,0,0,1000,1038
895,0xafa633e8df348958fef554170b322ed4d660a091,38,0,0,0,1000,1038
896,0x294af89e9c338f5f0b54bdfa7db81af97f6cd24b,36,0,0,0,1000,1036
897,0xf8f09322111e2d5fd6a83c1f730a277e19bfb29c,35,0,0,0,1000,1035
898,0x77cf1c1415901552af807f19106ff2a425c2c92f,35,0,0,0,1000,1035
899,0x79639ede3e164fb3549608f48ccce9712d604abb,33,0,0,0,1000,1033
900,0x9db1522c999360f070a09de39ce3fc801a8429e3,29,0,0,0,1000,1029
901,0x4a95820c8fb15b3de2aabd512a368a45e22140a1,29,0,0,0,1000,1029
902,0x25b335f53e3e09d854a125c36fb9bc722c743ff0,29,0,0,0,1000,1029
903,0xa0c59fe11305a4f62692a41198099c01dc271be3,28,0,0,0,1000,1028
904,0x220cf5ece2fced6ab7f66a68e6fa7418e3ee77ed,27,0,0,0,1000,1027
905,0xfb628282516a371d4da2510baa792dc4cae8c6f0,27,0,0,0,1000,1027
906,0x461ec7e9277a31207f9169b8309ea242e256dd89,26,0,0,0,1000,1026
907,0xfc8564a368a54728a24bae4b9c253cdf3d7a7e74,26,0,0,0,1000,1026
908,0x29b15d34f300fddb5fa050f525a78555137c17cf,26,0,0,0,1000,1026
909,0x46179d5fc91198a234cd07556d7ed40cede173d3,871,0,0,154,0,1025
910,0xb35e598fc643037facde62dba4343e99f6294958,790,0,0,232,0,1022
911,0xf649efff7c470fa5f9a0381011b52ddc958479e7,22,0,0,0,1000,1022
912,0xff8676e8fd7bd34a13627b60746e653a3c10e9fa,1021,0,0,0,0,1021
913,0x5db4faaa0caac428da03a210b0fa4984e963d009,20,0,0,0,1000,1020
914,0xe82c20f6911ef8a0af094b2996a1c38f13d8a3a8,423,200,0,393,0,1016
915,0x08bd72927d0c74dacf652f907f2e9182f5585644,15,0,0,0,1000,1015
